sep=;
Time;Timestamp;Event;Count Rate, cps;Dose rate, R/h;Dose Rate Error, %;Dose Rate Alarm;Dose Alarm;Duration of dose accumulation, sec.;Dose, R;Temperature;Latitude;Longitude;Comment
2026-03-29 02:23:13.955;134192245939550000;;4.2083335;6.016032E-6;37.7;0;0;;;;;;
2026-03-29 02:23:48.855;134192246288550000;;;;;0;0;436174;0.002434;29.8;;;
2026-03-29 02:24:48.855;134192246888550000;;;;;0;0;436234;0.002434;29.5;;;
2026-03-29 02:24:49.955;134192246899550000;;4.2708335;6.625366E-6;33.5;0;0;;;;;;
2026-03-29 02:25:48.855;134192247488550000;;;;;0;0;436294;0.002435;29.2;;;
2026-03-29 02:26:25.955;134192247859550000;;3.9166667;5.1101683E-6;36.2;0;0;;;;;;
2026-03-29 02:26:48.855;134192248088550000;;;;;0;0;436354;0.002435;28.9;;;
2026-03-29 02:27:48.855;134192248688550000;;;;;0;0;436414;0.002435;28.5;;;
2026-03-29 02:28:01.955;134192248819550000;;4.1041665;5.260722E-6;37.6;0;0;;;;;;
2026-03-29 02:28:48.855;134192249288550000;;;;;0;0;436474;0.002435;28.2;;;
2026-03-29 02:29:37.955;134192249779550000;;3.96875;5.1305137E-6;32.8;0;0;;;;;;
2026-03-29 02:29:48.855;134192249888550000;;;;;0;0;436534;0.002435;27.8;;;
2026-03-29 02:30:48.855;134192250488550000;;;;;0;0;436594;0.002435;27.5;;;
2026-03-29 02:31:13.955;134192250739550000;;3.2708333;3.922526E-6;42.7;0;0;;;;;;
2026-03-29 02:31:48.855;134192251088550000;;;;;0;0;436654;0.002435;27.1;;;
2026-03-29 02:32:48.855;134192251688550000;;;;;0;0;436714;0.002435;26.9;;;
2026-03-29 02:32:49.955;134192251699550000;;3.6666667;7.3476153E-6;37.8;0;0;;;;;;
2026-03-29 02:33:48.855;134192252288550000;;;;;0;0;436774;0.002435;26.6;;;
2026-03-29 02:34:25.955;134192252659550000;;3.3645833;4.09139E-6;41.1;0;0;;;;;;
2026-03-29 02:34:48.855;134192252888550000;;;;;0;0;436834;0.002435;26.4;;;
2026-03-29 02:35:48.855;134192253488550000;;;;;0;0;436894;0.002435;26.1;;;
2026-03-29 02:36:01.955;134192253619550000;;3.8645833;4.9748737E-6;40.1;0;0;;;;;;
2026-03-29 02:36:48.855;134192254088550000;;;;;0;0;436954;0.002436;25.9;;;
2026-03-29 02:37:37.955;134192254579550000;;4.0520835;6.2398276E-6;37.0;0;0;;;;;;
2026-03-29 02:37:48.855;134192254688550000;;;;;0;0;437014;0.002436;25.6;;;
2026-03-29 02:38:48.855;134192255288550000;;;;;0;0;437074;0.002436;25.4;;;
2026-03-29 02:39:13.955;134192255539550000;;3.84375;4.5873007E-6;35.2;0;0;;;;;;
2026-03-29 02:39:48.855;134192255888550000;;;;;0;0;437134;0.002436;25.2;;;
2026-03-29 02:40:48.855;134192256488550000;;;;;0;0;437194;0.002436;25.0;;;
2026-03-29 02:40:49.955;134192256499550000;;4.71875;6.4875285E-6;34.1;0;0;;;;;;
2026-03-29 02:41:48.855;134192257088550000;;;;;0;0;437254;0.002436;24.8;;;
2026-03-29 02:42:25.955;134192257459550000;;6.5208335;7.790629E-6;28.3;0;0;;;;;;
2026-03-29 02:43:48.855;134192258288550000;;;;;0;0;437374;0.002436;25.0;;;
2026-03-29 02:44:01.955;134192258419550000;;7.2291665;1.1305746E-5;25.3;0;0;;;;;;
2026-03-29 02:44:48.855;134192258888550000;;;;;0;0;437434;0.002436;25.4;;;
2026-03-29 02:45:37.955;134192259379550000;;6.9479165;1.07396445E-5;23.5;0;0;;;;;;
2026-03-29 02:45:48.855;134192259488550000;;;;;0;0;437494;0.002437;25.8;;;
2026-03-29 02:46:48.855;134192260088550000;;;;;0;0;437554;0.002437;26.1;;;
2026-03-29 02:47:13.955;134192260339550000;;6.6458335;1.0723877E-5;27.4;0;0;;;;;;
2026-03-29 02:47:48.855;134192260688550000;;;;;0;0;437614;0.002437;26.4;;;
2026-03-29 02:48:48.855;134192261288550000;;;;;0;0;437674;0.002437;26.6;;;
2026-03-29 02:48:49.955;134192261299550000;;7.0104165;7.940165E-6;26.6;0;0;;;;;;
2026-03-29 02:49:48.855;134192261888550000;;;;;0;0;437734;0.002437;26.8;;;
2026-03-29 02:50:25.955;134192262259550000;;6.8854165;1.0353597E-5;25.6;0;0;;;;;;
2026-03-29 02:50:48.855;134192262488550000;;;;;0;0;437794;0.002437;26.9;;;
2026-03-29 02:51:48.855;134192263088550000;;;;;0;0;437854;0.002438;27.0;;;
2026-03-29 02:52:01.955;134192263219550000;;7.5520835;1.0016886E-5;26.2;0;0;;;;;;
2026-03-29 02:52:48.855;134192263688550000;;;;;0;0;437914;0.002438;27.1;;;
2026-03-29 02:53:37.955;134192264179550000;;6.5625;1.10377E-5;27.1;0;0;;;;;;
2026-03-29 02:54:48.855;134192264888550000;;;;;0;0;438034;0.002438;27.2;;;
2026-03-29 02:55:13.955;134192265139550000;;7.0104165;9.775289E-6;25.5;0;0;;;;;;
2026-03-29 02:56:49.955;134192266099550000;;6.8020835;1.0508728E-5;27.2;0;0;;;;;;
2026-03-29 02:58:25.955;134192267059550000;;7.2291665;9.9538165E-6;25.0;0;0;;;;;;
2026-03-29 03:00:01.955;134192268019550000;;7.3020835;9.786479E-6;25.9;0;0;;;;;;
2026-03-29 03:00:48.855;134192268488550000;;;;;0;0;438394;0.002439;27.4;;;
2026-03-29 03:02:30.425;134192269504250000;Device power off;;;;0;0;;;;;;
2026-03-29 03:02:30.485;134192269504850000;;;;;0;0;438496;0.002439;27.5;;;
2026-03-29 03:46:53.505;134192296135050000;;6.40625;3.1560262E-6;26.4;0;0;;;;;;
2026-03-29 03:46:53.895;134192296138950000;Device power on;;;;0;0;;;;;;
2026-03-29 03:46:55.895;134192296158950000;;;;;0;0;438497;0.002439;27.8;;;
2026-03-29 03:47:41.505;134192296615050000;;7.2291665;7.413737E-6;26.4;0;0;;;;;;
2026-03-29 03:49:17.505;134192297575050000;;7.0416665;1.1352539E-5;24.6;0;0;;;;;;
2026-03-29 03:50:53.505;134192298535050000;;6.84375;8.510336E-6;25.1;0;0;;;;;;
2026-03-29 03:52:29.505;134192299495050000;;6.75;8.2885745E-6;28.4;0;0;;;;;;
2026-03-29 03:54:05.505;134192300455050000;;7.0416665;8.554077E-6;25.5;0;0;;;;;;
2026-03-29 03:55:41.505;134192301415050000;;6.9583335;9.841919E-6;27.4;0;0;;;;;;
2026-03-29 03:57:17.505;134192302375050000;;7.15625;9.755452E-6;28.4;0;0;;;;;;
2026-03-29 03:58:53.505;134192303335050000;;6.8645835;1.1171976E-5;24.3;0;0;;;;;;
2026-03-29 04:00:29.505;134192304295050000;;6.5729165;9.586589E-6;25.5;0;0;;;;;;
2026-03-29 04:01:55.895;134192305158950000;;;;;0;0;439397;0.002442;27.7;;;
2026-03-29 04:02:05.505;134192305255050000;;6.8854165;1.043396E-5;25.5;0;0;;;;;;
2026-03-29 04:03:41.505;134192306215050000;;6.8958335;8.028666E-6;26.9;0;0;;;;;;
2026-03-29 04:05:17.505;134192307175050000;;7.3125;9.4660445E-6;25.9;0;0;;;;;;
2026-03-29 04:06:53.505;134192308135050000;;6.9791665;9.093221E-6;24.7;0;0;;;;;;
2026-03-29 04:08:29.505;134192309095050000;;6.8125;1.2570191E-5;25.0;0;0;;;;;;
2026-03-29 04:10:05.505;134192310055050000;;6.1354165;1.2437439E-5;25.8;0;0;;;;;;
2026-03-29 04:11:41.505;134192311015050000;;6.8958335;1.1424764E-5;24.8;0;0;;;;;;
2026-03-29 04:12:55.895;134192311758950000;;;;;0;0;440057;0.002443;27.6;;;
2026-03-29 04:13:17.505;134192311975050000;;6.8229165;1.117452E-5;25.7;0;0;;;;;;
2026-03-29 04:14:53.505;134192312935050000;;6.71875;1.0104879E-5;26.0;0;0;;;;;;
2026-03-29 04:16:29.505;134192313895050000;;6.9479165;1.133728E-5;26.3;0;0;;;;;;
2026-03-29 04:18:05.505;134192314855050000;;6.65625;8.943685E-6;27.9;0;0;;;;;;
2026-03-29 04:19:41.505;134192315815050000;;6.8333335;1.0923767E-5;26.2;0;0;;;;;;
2026-03-29 04:21:17.505;134192316775050000;;7.0104165;8.563233E-6;26.5;0;0;;;;;;
2026-03-29 04:22:53.505;134192317735050000;;7.3020835;9.0566E-6;25.2;0;0;;;;;;
2026-03-29 04:24:29.505;134192318695050000;;7.5520835;1.1682638E-5;25.7;0;0;;;;;;
2026-03-29 04:26:05.505;134192319655050000;;7.40625;1.1243184E-5;24.6;0;0;;;;;;
2026-03-29 04:27:41.505;134192320615050000;;6.9583335;9.41569E-6;25.5;0;0;;;;;;
2026-03-29 04:29:17.505;134192321575050000;;7.2083335;1.0551961E-5;25.6;0;0;;;;;;
2026-03-29 04:29:55.895;134192321958950000;;;;;0;0;441077;0.002446;27.5;;;
2026-03-29 04:30:53.505;134192322535050000;;7.2083335;1.3543701E-5;24.6;0;0;;;;;;
2026-03-29 04:32:29.505;134192323495050000;;7.6770835;1.0451253E-5;24.6;0;0;;;;;;
2026-03-29 04:34:05.505;134192324455050000;;7.2708335;1.0514832E-5;24.4;0;0;;;;;;
2026-03-29 04:35:41.505;134192325415050000;;7.3125;1.0295105E-5;26.2;0;0;;;;;;
2026-03-29 04:37:17.505;134192326375050000;;6.4166665;8.191427E-6;24.9;0;0;;;;;;
2026-03-29 04:38:53.505;134192327335050000;;7.0833335;1.1144002E-5;25.3;0;0;;;;;;
2026-03-29 04:40:29.505;134192328295050000;;7.4791665;1.1626688E-5;26.4;0;0;;;;;;
2026-03-29 04:42:05.505;134192329255050000;;6.875;1.25E-5;25.2;0;0;;;;;;
2026-03-29 04:43:41.505;134192330215050000;;6.9583335;9.192911E-6;24.9;0;0;;;;;;
2026-03-29 04:45:17.505;134192331175050000;;7.21875;1.0042318E-5;25.7;0;0;;;;;;
2026-03-29 04:46:53.505;134192332135050000;;7.2708335;1.08596805E-5;25.2;0;0;;;;;;
2026-03-29 04:48:29.505;134192333095050000;;7.1458335;1.051534E-5;26.1;0;0;;;;;;
2026-03-29 04:50:05.505;134192334055050000;;6.34375;1.2819926E-5;26.1;0;0;;;;;;
2026-03-29 04:51:41.505;134192335015050000;;6.75;8.750407E-6;26.1;0;0;;;;;;
2026-03-29 04:51:55.895;134192335158950000;;;;;0;0;442397;0.00245;27.4;;;
2026-03-29 04:53:17.505;134192335975050000;;7.5625;8.957926E-6;23.5;0;0;;;;;;
2026-03-29 04:54:53.505;134192336935050000;;7.0416665;9.454346E-6;26.7;0;0;;;;;;
2026-03-29 04:56:29.505;134192337895050000;;6.8854165;1.2341308E-5;26.3;0;0;;;;;;
2026-03-29 04:58:05.505;134192338855050000;;6.6666665;9.073893E-6;28.6;0;0;;;;;;
2026-03-29 04:59:41.505;134192339815050000;;7.2604165;1.0602824E-5;26.0;0;0;;;;;;
2026-03-29 05:01:17.505;134192340775050000;;6.71875;9.565735E-6;25.1;0;0;;;;;;
2026-03-29 05:02:53.505;134192341735050000;;7.1770835;1.2392171E-5;25.4;0;0;;;;;;
2026-03-29 05:04:29.505;134192342695050000;;6.6145835;9.907023E-6;26.5;0;0;;;;;;
2026-03-29 05:06:05.505;134192343655050000;;7.15625;9.774781E-6;24.9;0;0;;;;;;
2026-03-29 05:07:41.505;134192344615050000;;7.0833335;1.1264038E-5;26.5;0;0;;;;;;
2026-03-29 05:08:55.895;134192345358950000;;;;;0;0;443417;0.002453;27.3;;;
2026-03-29 05:09:17.505;134192345575050000;;7.3333335;9.751384E-6;24.6;0;0;;;;;;
2026-03-29 05:10:53.505;134192346535050000;;6.8333335;8.908081E-6;28.5;0;0;;;;;;
2026-03-29 05:12:29.505;134192347495050000;;6.875;8.203125E-6;25.0;0;0;;;;;;
2026-03-29 05:14:05.505;134192348455050000;;6.96875;9.000651E-6;24.9;0;0;;;;;;
2026-03-29 05:15:41.505;134192349415050000;;6.9895835;9.745789E-6;25.1;0;0;;;;;;
2026-03-29 05:17:17.505;134192350375050000;;7.5104165;1.06684365E-5;22.4;0;0;;;;;;
2026-03-29 05:18:53.505;134192351335050000;;6.9895835;9.87854E-6;25.3;0;0;;;;;;
2026-03-29 05:20:29.505;134192352295050000;;7.1145835;1.276296E-5;23.5;0;0;;;;;;
2026-03-29 05:22:05.505;134192353255050000;;7.1666665;1.2594096E-5;22.8;0;0;;;;;;
2026-03-29 05:23:41.505;134192354215050000;;7.5833335;1.0547384E-5;25.4;0;0;;;;;;
2026-03-29 05:25:17.505;134192355175050000;;6.6145835;8.685302E-6;25.7;0;0;;;;;;
2026-03-29 05:26:53.505;134192356135050000;;7.5729165;1.1740112E-5;23.3;0;0;;;;;;
2026-03-29 05:26:55.895;134192356158950000;;;;;0;0;444497;0.002456;27.2;;;
2026-03-29 05:28:33.205;134192357132050000;Device power off;;;;0;0;;;;;;
2026-03-29 05:28:33.265;134192357132650000;;;;;0;0;444595;0.002457;27.2;;;
